LAUS_code,state_fips,county_fips,county_state,year,labor_force,employed,unemployed,unemployment_rate
CN2111700000000,21,117,"Kenton County, KY",2005,83676,79483,4193,5
CN2111900000000,21,119,"Knott County, KY",2005,6639,6183,456,6.9
CN2112100000000,21,121,"Knox County, KY",2005,12044,11279,765,6.4
CN2112300000000,21,123,"Larue County, KY",2005,6855,6426,429,6.3
CN2112500000000,21,125,"Laurel County, KY",2005,25848,24412,1436,5.6
CN2112700000000,21,127,"Lawrence County, KY",2005,5785,5322,463,8
CN2112900000000,21,129,"Lee County, KY",2005,2680,2477,203,7.6
CN2113100000000,21,131,"Leslie County, KY",2005,3570,3281,289,8.1
CN2113300000000,21,133,"Letcher County, KY",2005,8999,8351,648,7.2
CN2113500000000,21,135,"Lewis County, KY",2005,5553,5032,521,9.4
CN2113700000000,21,137,"Lincoln County, KY",2005,10609,9883,726,6.8
CN2113900000000,21,139,"Livingston County, KY",2005,4814,4536,278,5.8
CN2114100000000,21,141,"Logan County, KY",2005,12256,11474,782,6.4
CN2114300000000,21,143,"Lyon County, KY",2005,3204,2970,234,7.3
CN2114500000000,21,145,"McCracken County, KY",2005,31062,29266,1796,5.8
CN2114700000000,21,147,"McCreary County, KY",2005,5990,5473,517,8.6
CN2114900000000,21,149,"McLean County, KY",2005,4623,4292,331,7.2
CN2115100000000,21,151,"Madison County, KY",2005,41336,39316,2020,4.9
CN2115300000000,21,153,"Magoffin County, KY",2005,4459,3942,517,11.6
CN2115500000000,21,155,"Marion County, KY",2005,9302,8771,531,5.7
CN2115700000000,21,157,"Marshall County, KY",2005,14369,13438,931,6.5
CN2115900000000,21,159,"Martin County, KY",2005,3657,3377,280,7.7
CN2116100000000,21,161,"Mason County, KY",2005,8697,8153,544,6.3
CN2116300000000,21,163,"Meade County, KY",2005,12129,11281,848,7
CN2116500000000,21,165,"Menifee County, KY",2005,2589,2379,210,8.1
CN2116700000000,21,167,"Mercer County, KY",2005,10424,9825,599,5.7
CN2116900000000,21,169,"Metcalfe County, KY",2005,4459,4209,250,5.6
CN2117100000000,21,171,"Monroe County, KY",2005,5018,4700,318,6.3
CN2117300000000,21,173,"Montgomery County, KY",2005,11664,10861,803,6.9
CN2117500000000,21,175,"Morgan County, KY",2005,4988,4511,477,9.6
CN2117700000000,21,177,"Muhlenberg County, KY",2005,12774,11683,1091,8.5
CN2117900000000,21,179,"Nelson County, KY",2005,20497,19206,1291,6.3
CN2118100000000,21,181,"Nicholas County, KY",2005,2987,2705,282,9.4
CN2118300000000,21,183,"Ohio County, KY",2005,11543,10791,752,6.5
CN2118500000000,21,185,"Oldham County, KY",2005,26123,24879,1244,4.8
CN2118700000000,21,187,"Owen County, KY",2005,5112,4816,296,5.8
CN2118900000000,21,189,"Owsley County, KY",2005,1549,1430,119,7.7
CN2119100000000,21,191,"Pendleton County, KY",2005,7464,7042,422,5.7
CN2119300000000,21,193,"Perry County, KY",2005,11254,10455,799,7.1
CN2119500000000,21,195,"Pike County, KY",2005,24623,23092,1531,6.2
CN2119700000000,21,197,"Powell County, KY",2005,5480,5060,420,7.7
CN2119900000000,21,199,"Pulaski County, KY",2005,26675,25083,1592,6
CN2120100000000,21,201,"Robertson County, KY",2005,1075,1000,75,7
CN2120300000000,21,203,"Rockcastle County, KY",2005,7363,6838,525,7.1
CN2120500000000,21,205,"Rowan County, KY",2005,12088,11395,693,5.7
CN2120700000000,21,207,"Russell County, KY",2005,7832,7318,514,6.6
CN2120900000000,21,209,"Scott County, KY",2005,20548,19555,993,4.8
CN2121100000000,21,211,"Shelby County, KY",2005,19979,18949,1030,5.2
CN2121300000000,21,213,"Simpson County, KY",2005,8776,8288,488,5.6
CN2121500000000,21,215,"Spencer County, KY",2005,8157,7722,435,5.3
CN2121700000000,21,217,"Taylor County, KY",2005,12839,12167,672,5.2
CN2121900000000,21,219,"Todd County, KY",2005,5313,4967,346,6.5
CN2122100000000,21,221,"Trigg County, KY",2005,6443,6021,422,6.5
CN2122300000000,21,223,"Trimble County, KY",2005,4340,4064,276,6.4
CN2122500000000,21,225,"Union County, KY",2005,7163,6738,425,5.9
CN2122700000000,21,227,"Warren County, KY",2005,55044,52341,2703,4.9
CN2122900000000,21,229,"Washington County, KY",2005,5128,4821,307,6
CN2123100000000,21,231,"Wayne County, KY",2005,8675,8146,529,6.1
CN2123300000000,21,233,"Webster County, KY",2005,6644,6312,332,5
CN2123500000000,21,235,"Whitley County, KY",2005,15296,14385,911,6
CN2123700000000,21,237,"Wolfe County, KY",2005,2297,2068,229,10
CN2123900000000,21,239,"Woodford County, KY",2005,13247,12698,549,4.1
CN2200100000000,22,001,"Acadia Parish, LA",2005,25526,23981,1545,6.1
CN2200300000000,22,003,"Allen Parish, LA",2005,8741,7890,851,9.7
CN2200500000000,22,005,"Ascension Parish, LA",2005,46027,43030,2997,6.5
CN2200700000000,22,007,"Assumption Parish, LA",2005,10086,9094,992,9.8
CN2200900000000,22,009,"Avoyelles Parish, LA",2005,16128,14800,1328,8.2
CN2201100000000,22,011,"Beauregard Parish, LA",2005,14387,13304,1083,7.5
CN2201300000000,22,013,"Bienville Parish, LA",2005,6288,5836,452,7.2
CN2201500000000,22,015,"Bossier Parish, LA",2005,51697,48923,2774,5.4
CN2201700000000,22,017,"Caddo Parish, LA",2005,117949,110860,7089,6
CN2201900000000,22,019,"Calcasieu Parish, LA",2005,91531,84559,6972,7.6
CN2202100000000,22,021,"Caldwell Parish, LA",2005,4341,4029,312,7.2
CN2202300000000,22,023,"Cameron Parish, LA",2005,4482,4221,261,5.8
CN2202500000000,22,025,"Catahoula Parish, LA",2005,4172,3826,346,8.3
CN2202700000000,22,027,"Claiborne Parish, LA",2005,6955,6517,438,6.3
CN2202900000000,22,029,"Concordia Parish, LA",2005,7391,6609,782,10.6
CN2203100000000,22,031,"De Soto Parish, LA",2005,11453,10677,776,6.8
CN2203300000000,22,033,"East Baton Rouge Parish, LA",2005,213920,199055,14865,6.9
CN2203500000000,22,035,"East Carroll Parish, LA",2005,2933,2548,385,13.1
CN2203700000000,22,037,"East Feliciana Parish, LA",2005,8235,7680,555,6.7
CN2203900000000,22,039,"Evangeline Parish, LA",2005,12199,11321,878,7.2
CN2204100000000,22,041,"Franklin Parish, LA",2005,7842,7136,706,9
CN2204300000000,22,043,"Grant Parish, LA",2005,8588,8053,535,6.2
CN2204500000000,22,045,"Iberia Parish, LA",2005,32814,30628,2186,6.7
CN2204700000000,22,047,"Iberville Parish, LA",2005,12656,11528,1128,8.9
CN2204900000000,22,049,"Jackson Parish, LA",2005,6435,6056,379,5.9
CN2205100000000,22,051,"Jefferson Parish, LA",2005,N.A.,N.A.,N.A.,N.A.
CN2205300000000,22,053,"Jefferson Davis Parish, LA",2005,14369,13473,896,6.2
CN2205500000000,22,055,"Lafayette Parish, LA",2005,104618,99139,5479,5.2
CN2205700000000,22,057,"Lafourche Parish, LA",2005,45594,42860,2734,6
CN2205900000000,22,059,"LaSalle Parish, LA",2005,5816,5507,309,5.3
CN2206100000000,22,061,"Lincoln Parish, LA",2005,18685,17415,1270,6.8
CN2206300000000,22,063,"Livingston Parish, LA",2005,53562,50411,3151,5.9
CN2206500000000,22,065,"Madison Parish, LA",2005,4697,4271,426,9.1
CN2206700000000,22,067,"Morehouse Parish, LA",2005,11746,10689,1057,9
CN2206900000000,22,069,"Natchitoches Parish, LA",2005,17922,16693,1229,6.9
CN2207100000000,22,071,"Orleans Parish, LA",2005,N.A.,N.A.,N.A.,N.A.
CN2207300000000,22,073,"Ouachita Parish, LA",2005,72697,68303,4394,6
CN2207500000000,22,075,"Plaquemines Parish, LA",2005,N.A.,N.A.,N.A.,N.A.
CN2207700000000,22,077,"Pointe Coupee Parish, LA",2005,9961,9080,881,8.8
CN2207900000000,22,079,"Rapides Parish, LA",2005,59452,55828,3624,6.1
CN2208100000000,22,081,"Red River Parish, LA",2005,3351,3060,291,8.7
CN2208300000000,22,083,"Richland Parish, LA",2005,8586,7932,654,7.6
CN2208500000000,22,085,"Sabine Parish, LA",2005,9494,8919,575,6.1
CN2208700000000,22,087,"St. Bernard Parish, LA",2005,N.A.,N.A.,N.A.,N.A.
CN2208900000000,22,089,"St. Charles Parish, LA",2005,N.A.,N.A.,N.A.,N.A.
CN2209100000000,22,091,"St. Helena Parish, LA",2005,4399,3774,625,14.2
CN2209300000000,22,093,"St. James Parish, LA",2005,9060,8101,959,10.6
CN2209500000000,22,095,"St. John the Baptist Parish, LA",2005,N.A.,N.A.,N.A.,N.A.
CN2209700000000,22,097,"St. Landry Parish, LA",2005,37192,34532,2660,7.2
CN2209900000000,22,099,"St. Martin Parish, LA",2005,22783,21423,1360,6
CN2210100000000,22,101,"St. Mary Parish, LA",2005,22513,20545,1968,8.7
CN2210300000000,22,103,"St. Tammany Parish, LA",2005,N.A.,N.A.,N.A.,N.A.
CN2210500000000,22,105,"Tangipahoa Parish, LA",2005,50856,45914,4942,9.7
CN2210700000000,22,107,"Tensas Parish, LA",2005,2314,1994,320,13.8
CN2210900000000,22,109,"Terrebonne Parish, LA",2005,51263,47887,3376,6.6
CN2211100000000,22,111,"Union Parish, LA",2005,10492,9850,642,6.1
CN2211300000000,22,113,"Vermilion Parish, LA",2005,23482,22076,1406,6
CN2211500000000,22,115,"Vernon Parish, LA",2005,21157,19921,1236,5.8
CN2211700000000,22,117,"Washington Parish, LA",2005,16386,14713,1673,10.2
CN2211900000000,22,119,"Webster Parish, LA",2005,19528,18297,1231,6.3
CN2212100000000,22,121,"West Baton Rouge Parish, LA",2005,10500,9766,734,7
CN2212300000000,22,123,"West Carroll Parish, LA",2005,4743,4232,511,10.8
CN2212500000000,22,125,"West Feliciana Parish, LA",2005,4954,4555,399,8.1
CN2212700000000,22,127,"Winn Parish, LA",2005,6266,5870,396,6.3
CN2300100000000,23,001,"Androscoggin County, ME",2005,56879,54052,2827,5
CN2300300000000,23,003,"Aroostook County, ME",2005,35152,32810,2342,6.7
CN2300500000000,23,005,"Cumberland County, ME",2005,155196,149512,5684,3.7
CN2300700000000,23,007,"Franklin County, ME",2005,14602,13753,849,5.8
CN2300900000000,23,009,"Hancock County, ME",2005,29804,28144,1660,5.6
CN2301100000000,23,011,"Kennebec County, ME",2005,62051,58918,3133,5
CN2301300000000,23,013,"Knox County, ME",2005,21316,20414,902,4.2
CN2301500000000,23,015,"Lincoln County, ME",2005,18210,17390,820,4.5
CN2301700000000,23,017,"Oxford County, ME",2005,28051,26415,1636,5.8
CN2301900000000,23,019,"Penobscot County, ME",2005,77083,73137,3946,5.1
CN2302100000000,23,021,"Piscataquis County, ME",2005,7500,6946,554,7.4
CN2302300000000,23,023,"Sagadahoc County, ME",2005,18484,17671,813,4.4
CN2302500000000,23,025,"Somerset County, ME",2005,24717,22821,1896,7.7
CN2302700000000,23,027,"Waldo County, ME",2005,19466,18410,1056,5.4
CN2302900000000,23,029,"Washington County, ME",2005,15306,13998,1308,8.5
CN2303100000000,23,031,"York County, ME",2005,111477,106792,4685,4.2
CN2400100000000,24,001,"Allegany County, MD",2005,35464,33124,2340,6.6
CN2400300000000,24,003,"Anne Arundel County, MD",2005,274969,264459,10510,3.8
CN2400500000000,24,005,"Baltimore County, MD",2005,420317,400813,19504,4.6
CN2400900000000,24,009,"Calvert County, MD",2005,46095,44389,1706,3.7
CN2401100000000,24,011,"Caroline County, MD",2005,16213,15444,769,4.7
CN2401300000000,24,013,"Carroll County, MD",2005,92055,88743,3312,3.6
CN2401500000000,24,015,"Cecil County, MD",2005,49854,47365,2489,5
CN2401700000000,24,017,"Charles County, MD",2005,72832,70131,2701,3.7
CN2401900000000,24,019,"Dorchester County, MD",2005,17059,16055,1004,5.9
CN2402100000000,24,021,"Frederick County, MD",2005,120530,116423,4107,3.4
CN2402300000000,24,023,"Garrett County, MD",2005,16569,15705,864,5.2
CN2402500000000,24,025,"Harford County, MD",2005,129479,123937,5542,4.3
CN2402700000000,24,027,"Howard County, MD",2005,154398,149217,5181,3.4
CN2402900000000,24,029,"Kent County, MD",2005,10945,10448,497,4.5
CN2403100000000,24,031,"Montgomery County, MD",2005,505167,488059,17108,3.4
CN2403300000000,24,033,"Prince George's County, MD",2005,443531,422016,21515,4.9
CN2403500000000,24,035,"Queen Anne's County, MD",2005,25083,24129,954,3.8
CN2403700000000,24,037,"St. Mary's County, MD",2005,49243,47354,1889,3.8
CN2403900000000,24,039,"Somerset County, MD",2005,11483,10731,752,6.5
CN2404100000000,24,041,"Talbot County, MD",2005,18964,18161,803,4.2
CN2404300000000,24,043,"Washington County, MD",2005,67975,64735,3240,4.8
CN2404500000000,24,045,"Wicomico County, MD",2005,51832,49447,2385,4.6
CN2404700000000,24,047,"Worcester County, MD",2005,27847,25854,1993,7.2
CN2451000000000,24,510,"Baltimore city, MD",2005,273675,253221,20454,7.5
CN2500100000000,25,001,"Barnstable County, MA",2005,122197,116230,5967,4.9
CN2500300000000,25,003,"Berkshire County, MA",2005,72700,69557,3143,4.3
CN2500500000000,25,005,"Bristol County, MA",2005,287919,270854,17065,5.9
CN2500700000000,25,007,"Dukes County, MA",2005,10984,10556,428,3.9
CN2500900000000,25,009,"Essex County, MA",2005,375910,356332,19578,5.2
CN2501100000000,25,011,"Franklin County, MA",2005,39596,37910,1686,4.3
CN2501300000000,25,013,"Hampden County, MA",2005,224231,211282,12949,5.8
CN2501500000000,25,015,"Hampshire County, MA",2005,87867,84341,3526,4
CN2501700000000,25,017,"Middlesex County, MA",2005,810496,777801,32695,4
CN2501900000000,25,019,"Nantucket County/town, MA",2005,8146,7949,197,2.4
CN2502100000000,25,021,"Norfolk County, MA",2005,356058,341410,14648,4.1
CN2502300000000,25,023,"Plymouth County, MA",2005,258525,246047,12478,4.8
CN2502500000000,25,025,"Suffolk County, MA",2005,332203,314651,17552,5.3
CN2502700000000,25,027,"Worcester County, MA",2005,398712,378038,20674,5.2
CN2600100000000,26,001,"Alcona County, MI",2005,4301,3855,446,10.4
CN2600300000000,26,003,"Alger County, MI",2005,4389,4056,333,7.6
CN2600500000000,26,005,"Allegan County, MI",2005,55106,51646,3460,6.3
CN2600700000000,26,007,"Alpena County, MI",2005,15119,13981,1138,7.5
CN2600900000000,26,009,"Antrim County, MI",2005,12119,11183,936,7.7
CN2601100000000,26,011,"Arenac County, MI",2005,7833,7101,732,9.3
CN2601300000000,26,013,"Baraga County, MI",2005,4137,3673,464,11.2
CN2601500000000,26,015,"Barry County, MI",2005,30938,29350,1588,5.1
CN2601700000000,26,017,"Bay County, MI",2005,55635,51700,3935,7.1
CN2601900000000,26,019,"Benzie County, MI",2005,9147,8434,713,7.8
CN2602100000000,26,021,"Berrien County, MI",2005,79181,73721,5460,6.9
CN2602300000000,26,023,"Branch County, MI",2005,22752,21137,1615,7.1
CN2602500000000,26,025,"Calhoun County, MI",2005,71824,67043,4781,6.7
CN2602700000000,26,027,"Cass County, MI",2005,27699,26299,1400,5.1
CN2602900000000,26,029,"Charlevoix County, MI",2005,14381,13317,1064,7.4
CN2603100000000,26,031,"Cheboygan County, MI",2005,13240,12039,1201,9.1
CN2603300000000,26,033,"Chippewa County, MI",2005,17561,16052,1509,8.6
CN2603500000000,26,035,"Clare County, MI",2005,13499,12191,1308,9.7
CN2603700000000,26,037,"Clinton County, MI",2005,37321,35335,1986,5.3
CN2603900000000,26,039,"Crawford County, MI",2005,6810,6324,486,7.1
CN2604100000000,26,041,"Delta County, MI",2005,20328,18852,1476,7.3
CN2604300000000,26,043,"Dickinson County, MI",2005,14495,13661,834,5.8
CN2604500000000,26,045,"Eaton County, MI",2005,58741,55510,3231,5.5
CN2604700000000,26,047,"Emmet County, MI",2005,20181,18582,1599,7.9
CN2604900000000,26,049,"Genesee County, MI",2005,212975,196252,16723,7.9
CN2605100000000,26,051,"Gladwin County, MI",2005,10915,9793,1122,10.3
CN2605300000000,26,053,"Gogebic County, MI",2005,7767,7157,610,7.9
CN2605500000000,26,055,"Grand Traverse County, MI",2005,48416,45538,2878,5.9
CN2605700000000,26,057,"Gratiot County, MI",2005,20336,18647,1689,8.3
CN2605900000000,26,059,"Hillsdale County, MI",2005,22384,20682,1702,7.6
CN2606100000000,26,061,"Houghton County, MI",2005,17596,16452,1144,6.5
CN2606300000000,26,063,"Huron County, MI",2005,17083,15777,1306,7.6
CN2606500000000,26,065,"Ingham County, MI",2005,152383,142662,9721,6.4
CN2606700000000,26,067,"Ionia County, MI",2005,30966,28707,2259,7.3
CN2606900000000,26,069,"Iosco County, MI",2005,10972,9970,1002,9.1
CN2607100000000,26,071,"Iron County, MI",2005,5882,5447,435,7.4
CN2607300000000,26,073,"Isabella County, MI",2005,38046,36161,1885,5
CN2607500000000,26,075,"Jackson County, MI",2005,78418,73074,5344,6.8
CN2607700000000,26,077,"Kalamazoo County, MI",2005,132774,125846,6928,5.2
CN2607900000000,26,079,"Kalkaska County, MI",2005,8786,8124,662,7.5
CN2608100000000,26,081,"Kent County, MI",2005,322124,303395,18729,5.8
CN2608300000000,26,083,"Keweenaw County, MI",2005,1066,953,113,10.6
CN2608500000000,26,085,"Lake County, MI",2005,4393,3937,456,10.4
CN2608700000000,26,087,"Lapeer County, MI",2005,45430,41974,3456,7.6
CN2608900000000,26,089,"Leelanau County, MI",2005,11593,10995,598,5.2
CN2609100000000,26,091,"Lenawee County, MI",2005,49804,46271,3533,7.1
CN2609300000000,26,093,"Livingston County, MI",2005,95356,90368,4988,5.2
CN2609500000000,26,095,"Luce County, MI",2005,2838,2620,218,7.7
CN2609700000000,26,097,"Mackinac County, MI",2005,6516,5857,659,10.1
CN2609900000000,26,099,"Macomb County, MI",2005,424613,396313,28300,6.7
CN2610100000000,26,101,"Manistee County, MI",2005,12173,11207,966,7.9
CN2610300000000,26,103,"Marquette County, MI",2005,35619,33550,2069,5.8
CN2610500000000,26,105,"Mason County, MI",2005,15224,14036,1188,7.8
CN2610700000000,26,107,"Mecosta County, MI",2005,20217,18739,1478,7.3
CN2610900000000,26,109,"Menominee County, MI",2005,13313,12605,708,5.3
CN2611100000000,26,111,"Midland County, MI",2005,41968,39498,2470,5.9
CN2611300000000,26,113,"Missaukee County, MI",2005,6730,6228,502,7.5
CN2611500000000,26,115,"Monroe County, MI",2005,77968,73159,4809,6.2
CN2611700000000,26,117,"Montcalm County, MI",2005,29508,26943,2565,8.7
CN2611900000000,26,119,"Montmorency County, MI",2005,4306,3787,519,12.1
CN2612100000000,26,121,"Muskegon County, MI",2005,90179,83893,6286,7
CN2612300000000,26,123,"Newaygo County, MI",2005,23456,21705,1751,7.5
CN2612500000000,26,125,"Oakland County, MI",2005,637354,602050,35304,5.5
CN2612700000000,26,127,"Oceana County, MI",2005,14411,13243,1168,8.1
CN2612900000000,26,129,"Ogemaw County, MI",2005,9897,9142,755,7.6
CN2613100000000,26,131,"Ontonagon County, MI",2005,3583,3319,264,7.4
CN2613300000000,26,133,"Osceola County, MI",2005,10257,9476,781,7.6
CN2613500000000,26,135,"Oscoda County, MI",2005,3961,3543,418,10.6
CN2613700000000,26,137,"Otsego County, MI",2005,12975,12062,913,7
CN2613900000000,26,139,"Ottawa County, MI",2005,136429,129323,7106,5.2
CN2614100000000,26,141,"Presque Isle County, MI",2005,6229,5529,700,11.2
CN2614300000000,26,143,"Roscommon County, MI",2005,11219,10270,949,8.5
CN2614500000000,26,145,"Saginaw County, MI",2005,98498,90681,7817,7.9
CN2614700000000,26,147,"St. Clair County, MI",2005,85052,78420,6632,7.8
CN2614900000000,26,149,"St. Joseph County, MI",2005,30986,28997,1989,6.4
CN2615100000000,26,151,"Sanilac County, MI",2005,22217,20407,1810,8.1
CN2615300000000,26,153,"Schoolcraft County, MI",2005,4074,3639,435,10.7
CN2615500000000,26,155,"Shiawassee County, MI",2005,36788,33877,2911,7.9
CN2615700000000,26,157,"Tuscola County, MI",2005,29299,26916,2383,8.1
CN2615900000000,26,159,"Van Buren County, MI",2005,40931,38064,2867,7
CN2616100000000,26,161,"Washtenaw County, MI",2005,190220,181785,8435,4.4
CN2616300000000,26,163,"Wayne County, MI",2005,903631,827954,75677,8.4
CN2616500000000,26,165,"Wexford County, MI",2005,14773,13646,1127,7.6
CN2700100000000,27,001,"Aitkin County, MN",2005,7746,7275,471,6.1
CN2700300000000,27,003,"Anoka County, MN",2005,189771,182367,7404,3.9
CN2700500000000,27,005,"Becker County, MN",2005,16652,15750,902,5.4
CN2700700000000,27,007,"Beltrami County, MN",2005,21197,20060,1137,5.4
CN2700900000000,27,009,"Benton County, MN",2005,22174,21126,1048,4.7
CN2701100000000,27,011,"Big Stone County, MN",2005,2761,2633,128,4.6
CN2701300000000,27,013,"Blue Earth County, MN",2005,35490,34292,1198,3.4
CN2701500000000,27,015,"Brown County, MN",2005,14829,14186,643,4.3
CN2701700000000,27,017,"Carlton County, MN",2005,17031,16034,997,5.9
CN2701900000000,27,019,"Carver County, MN",2005,48084,46430,1654,3.4
CN2702100000000,27,021,"Cass County, MN",2005,14447,13548,899,6.2
CN2702300000000,27,023,"Chippewa County, MN",2005,7173,6874,299,4.2
CN2702500000000,27,025,"Chisago County, MN",2005,27059,25753,1306,4.8
CN2702700000000,27,027,"Clay County, MN",2005,30862,29787,1075,3.5
CN2702900000000,27,029,"Clearwater County, MN",2005,3873,3478,395,10.2
CN2703100000000,27,031,"Cook County, MN",2005,3241,3099,142,4.4
CN2703300000000,27,033,"Cottonwood County, MN",2005,6314,6037,277,4.4
